original_index,TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized,keterampilan_cleaned
4799,['2004-07-02'],['l'],['2022-10-11'],['tawang'],['smk'],['teknik pemesinan'],['2022.0'],"['gitaris ,vokalis']",['rp 2.500.001 - rp 5.000.000'],"['staff,karyawan,mekanik,operator produksi,admin']",['di dalam negeri'],"['tasikmalaya, bandung, garut, sumedang, jabodetabek']",['18'],['staff'],"['bandung', 'bekasi', 'bogor', 'depok', 'garut', 'jakarta', 'tangerang', 'tasikmalaya']",[]
4800,['2004-07-02'],['l'],['2022-10-11'],['tawang'],['smk'],['teknik pemesinan'],['2022.0'],"['gitaris ,vokalis']",['rp 2.500.001 - rp 5.000.000'],"['staff,karyawan,mekanik,operator produksi,admin']",['di dalam negeri'],"['tasikmalaya, bandung, garut, sumedang, jabodetabek']",['18'],['pekerja umum'],"['bandung', 'bekasi', 'bogor', 'depok', 'garut', 'jakarta', 'tangerang', 'tasikmalaya']",[]
4801,['2004-07-02'],['l'],['2022-10-11'],['tawang'],['smk'],['teknik pemesinan'],['2022.0'],"['gitaris ,vokalis']",['rp 2.500.001 - rp 5.000.000'],"['staff,karyawan,mekanik,operator produksi,admin']",['di dalam negeri'],"['tasikmalaya, bandung, garut, sumedang, jabodetabek']",['18'],['teknisi/maintenance'],"['bandung', 'bekasi', 'bogor', 'depok', 'garut', 'jakarta', 'tangerang', 'tasikmalaya']",[]
4802,['2004-07-02'],['l'],['2022-10-11'],['tawang'],['smk'],['teknik pemesinan'],['2022.0'],"['gitaris ,vokalis']",['rp 2.500.001 - rp 5.000.000'],"['staff,karyawan,mekanik,operator produksi,admin']",['di dalam negeri'],"['tasikmalaya, bandung, garut, sumedang, jabodetabek']",['18'],['produksi/operasional'],"['bandung', 'bekasi', 'bogor', 'depok', 'garut', 'jakarta', 'tangerang', 'tasikmalaya']",[]
4803,['2004-07-02'],['l'],['2022-10-11'],['tawang'],['smk'],['teknik pemesinan'],['2022.0'],"['gitaris ,vokalis']",['rp 2.500.001 - rp 5.000.000'],"['staff,karyawan,mekanik,operator produksi,admin']",['di dalam negeri'],"['tasikmalaya, bandung, garut, sumedang, jabodetabek']",['18'],['administrasi/staf umum'],"['bandung', 'bekasi', 'bogor', 'depok', 'garut', 'jakarta', 'tangerang', 'tasikmalaya']",[]
4804,['1999-04-06'],['p'],['2022-09-23'],['cihideung'],['s1'],['profesi ners'],['2022.0'],['keperawatan'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['kota tasikmalaya'],['23'],['perawat'],['kota tasikmalaya'],['keperawatan']
4805,['1998-01-18'],['l'],['2022-09-26'],['tamansari'],['sma / lainnya'],['ips'],['2016.0'],['kursus kejuruan teknik otomotif sub'],['rp 2.500.001 - rp 5.000.000'],['cheker'],['di dalam negeri'],['tanggerang'],['24'],['quality control/assurance'],['tangerang'],['otomotif']
4806,['2003-06-23'],['p'],['2022-09-22'],['mangkubumi'],['sma / lainnya'],['ipa'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['manager'],['di dalam negeri'],['tasikmalaya'],['19'],['manajemen/direksi'],['tasikmalaya'],['olahraga']
4807,['1990-08-31'],['l'],['2022-09-22'],['cibeureum'],['sma / lainnya'],['ips'],['2008.0'],['badminton'],['> rp 10.000.000'],['master'],['di luar negeri'],['korea'],['32'],['lain-lain'],['lokasi tidak spesifik'],['badminton']
4808,['2003-03-20'],['l'],['2022-09-22'],['mangkubumi'],['sma / lainnya'],['ipa'],['2022.0'],['sepak bola'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['19'],['administrasi/staf umum'],['tasikmalaya'],['sepak bola']
4809,['1970-11-09'],['l'],['2022-10-03'],['kawalu'],['sma / lainnya'],['ilmu - ilmu biologi'],['1989.0'],['pertanian'],['rp 1.000.001 - rp 2.500.000'],['anggota'],['di dalam negeri'],['kota tasikmalaya'],['51'],['pekerja umum'],['kota tasikmalaya'],[]
4810,['1963-11-30'],['l'],['2022-10-03'],['kawalu'],['sma / lainnya'],['ips'],['1983.0'],['pertanian'],['rp 1.000.001 - rp 2.500.000'],['ketua'],['di dalam negeri'],['kota tasikmalaya'],['58'],['administrasi/staf umum'],['kota tasikmalaya'],[]
4811,['1997-03-06'],['p'],['2022-09-22'],['bungursari'],['s1'],['teknik informatika'],['2020.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['.'],['di dalam negeri'],['nasional'],['25'],[],['lokasi tidak spesifik'],[]
4812,['2002-06-07'],['l'],['2022-09-23'],['cibeureum'],['smk'],['teknik audio video'],['2021.0'],['futsal'],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['jawa barat'],['20'],['pekerja umum'],['jawa barat'],['futsal']
4813,['1993-04-30'],['l'],['2022-09-23'],['tawang'],['smk'],['teknik pemesinan'],['2012.0'],['ms office'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['29'],['lain-lain'],['jawa barat'],['microsoft office']
4814,['1999-03-27'],['p'],['2022-10-19'],['mangkubumi'],['s1'],['farmasi'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['tenaga medis'],['di dalam negeri'],['luar kota'],['23'],['tenaga kesehatan (umum)'],['lokasi tidak spesifik'],['olahraga']
4815,['1998-09-22'],['l'],['2022-09-23'],['mangkubumi'],['d.iii'],['komputerisasi akuntansi'],['2019.0'],[],['rp 2.500.001 - rp 5.000.000'],['admin finance'],['di dalam negeri'],['jabodetabek'],['24'],['administrasi/staf umum'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",[]
4816,['1963-05-14'],['l'],['2022-10-03'],['kawalu'],['sma / lainnya'],['otomotif'],['1983.0'],['pertanian'],['rp 1.000.001 - rp 2.500.000'],['anggota'],['di dalam negeri'],['kota tasikmalaya'],['59'],['pekerja umum'],['kota tasikmalaya'],[]
4817,['1975-10-17'],['l'],['2022-10-03'],['kawalu'],['sma / lainnya'],['elektronik'],['1994.0'],['pertanian'],['rp 1.000.001 - rp 2.500.000'],['anggota'],['di dalam negeri'],['kota tasikmalaya'],['46'],['pekerja umum'],['kota tasikmalaya'],[]
4818,['2003-10-25'],['l'],['2022-09-23'],['indihiang'],['smk'],['teknik pemesinan'],['2022.0'],['.'],['rp 2.500.001 - rp 5.000.000'],['.'],['di dalam negeri'],['nasional'],['18'],[],['lokasi tidak spesifik'],[]
4819,['2003-06-28'],['l'],['2022-10-05'],['kawalu'],['smk'],['teknik pemesinan'],['2022.0'],['main bola'],['0 - rp 1.000.000'],['kariawan'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],['sepak bola']
4820,['1996-03-21'],['l'],['2022-09-23'],['bungursari'],['sma / lainnya'],['ipa'],['2015.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['26'],['administrasi/staf umum'],['tasikmalaya'],['olahraga']
4821,['2004-05-31'],['p'],['2022-09-23'],['kawalu'],['sma / lainnya'],['ipa'],['2022.0'],['olahraga voly'],['rp 2.500.001 - rp 5.000.000'],['oprator produksi'],['di dalam negeri'],['jawabarat'],['18'],['produksi/operasional'],['jawa barat'],"['bola voli', 'olahraga']"
4822,['1968-04-03'],['l'],['2022-10-03'],['kawalu'],['sma / lainnya'],['ips'],['1987.0'],['pertanian'],['rp 1.000.001 - rp 2.500.000'],['anggota'],['di dalam negeri'],['kota tasikmalaya'],['54'],['pekerja umum'],['kota tasikmalaya'],[]
4823,['1992-04-12'],['l'],['2022-10-03'],['kawalu'],['s1'],['ekonomi'],['2017.0'],['pertanian'],['rp 1.000.001 - rp 2.500.000'],['anggota'],['di dalam negeri'],['kota tasikmalaya'],['30'],['pekerja umum'],['kota tasikmalaya'],[]
4824,['2003-01-23'],['l'],['2022-10-13'],['tamansari'],['smk'],['teknik dan bisnis sepeda motor'],['2022.0'],['bidang otomotif'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],"['tasikmalaya, bandung, karawang']",['19'],['produksi/operasional'],"['bandung', 'karawang', 'tasikmalaya']",['otomotif']
4825,['1999-08-02'],['p'],['2022-09-26'],['cihideung'],['s1'],['manajemen'],['2022.0'],['microsoft office'],['rp 1.000.001 - rp 2.500.000'],"['pns,akuntan,admin']",['di dalam negeri'],['tasikmalaya'],['23'],['pelayanan publik/pemerintahan'],['tasikmalaya'],['microsoft office']
4826,['1999-08-02'],['p'],['2022-09-26'],['cihideung'],['s1'],['manajemen'],['2022.0'],['microsoft office'],['rp 1.000.001 - rp 2.500.000'],"['pns,akuntan,admin']",['di dalam negeri'],['tasikmalaya'],['23'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['microsoft office']
4827,['1999-08-02'],['p'],['2022-09-26'],['cihideung'],['s1'],['manajemen'],['2022.0'],['microsoft office'],['rp 1.000.001 - rp 2.500.000'],"['pns,akuntan,admin']",['di dalam negeri'],['tasikmalaya'],['23'],['administrasi/staf umum'],['tasikmalaya'],['microsoft office']
4828,['2000-07-20'],['p'],['2022-09-26'],['cibeureum'],['smk'],['teknik komputer dan jaringan'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],"['bandung, cikarang']",['22'],['pekerja umum'],"['bandung', 'cikarang']",['olahraga']
4829,['1997-02-13'],['l'],['2022-09-26'],['purbaratu'],['smk'],['teknik komputer dan jaringan'],['2016.0'],[],['0 - rp 1.000.000'],['pengawai'],['di dalam negeri'],['tasikmalaya'],['25'],['supervisor'],['tasikmalaya'],[]
4830,['1984-01-13'],['l'],['2022-09-26'],['purbaratu'],['smk'],['teknik mekanik otomotif'],['2004.0'],[],['0 - rp 1.000.000'],['pegawai'],['di dalam negeri'],['tasikmalaya'],['38'],['pekerja umum'],['tasikmalaya'],[]
4831,['1998-06-22'],['p'],['2022-09-26'],['cipedes'],['smk'],['teknik komputer dan jaringan'],['2017.0'],['olahraga'],['0 - rp 1.000.000'],['karyawan'],['di dalam negeri'],['bandung'],['24'],['pekerja umum'],['bandung'],['olahraga']
4832,['2001-01-22'],['l'],['2022-09-26'],['indihiang'],['smk'],['teknik dan bisnis sepeda motor'],['2022.0'],['olahraga'],['0 - rp 1.000.000'],['pekerja'],['di dalam negeri'],['karawang'],['21'],['pekerja umum'],['karawang'],['olahraga']
4833,['2000-07-30'],['p'],['2022-09-26'],['kawalu'],['sma / lainnya'],['mipa'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],['bekasi'],['22'],['administrasi/staf umum'],['bekasi'],['olahraga']
4834,['2004-09-21'],['p'],['2022-09-26'],['cipedes'],['sma / lainnya'],['mipa'],['2022.0'],[],['rp 5.000.001 - rp 10.000.000'],['karyawan'],['di dalam negeri'],['tangerang'],['18'],['pekerja umum'],['tangerang'],[]
4835,['2001-08-30'],['l'],['2022-09-27'],['tawang'],['smk'],['teknik pemesinan'],['2020.0'],"['welding sppot, mengendarai mobil']",['rp 2.500.001 - rp 5.000.000'],"['quality check,operator produksi']",['di dalam negeri'],"['bekasi,karawang']",['21'],['it/software'],"['bekasi', 'karawang']",['mengelas']
4836,['2001-08-30'],['l'],['2022-09-27'],['tawang'],['smk'],['teknik pemesinan'],['2020.0'],"['welding sppot, mengendarai mobil']",['rp 2.500.001 - rp 5.000.000'],"['quality check,operator produksi']",['di dalam negeri'],"['bekasi,karawang']",['21'],['produksi/operasional'],"['bekasi', 'karawang']",['mengelas']
4837,['2003-03-11'],['l'],['2022-09-26'],['mangkubumi'],['smk'],['desain komunikasi visual'],['2022.0'],"['sepakbola,fotografi']",['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],"['bekasi,bogor,bandung,karawang,tasikmalaya']",['19'],['pekerja umum'],"['bandung', 'bekasi', 'bogor', 'karawang', 'tasikmalaya']","['editing foto', 'sepak bola']"
4838,['2000-12-31'],['l'],['2022-09-26'],['tamansari'],['smk'],['teknik komputer dan jaringan'],['2020.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['dimana saja'],['21'],['lain-lain'],['lokasi tidak spesifik'],[]
4839,['2001-12-10'],['l'],['2022-09-26'],['bungursari'],['sma / lainnya'],['ilmu pengetahuan sosial'],['2020.0'],['.'],['rp 2.500.001 - rp 5.000.000'],['.'],['di dalam negeri'],['nasional'],['20'],[],['lokasi tidak spesifik'],[]
4840,['2003-11-14'],['l'],['2022-09-26'],['indihiang'],['smk'],['rekayasa perangkat lunak'],['2022.0'],['.'],['rp 1.000.001 - rp 2.500.000'],['.'],['di dalam negeri'],['nasional'],['18'],[],['lokasi tidak spesifik'],[]
4841,['2004-08-18'],['p'],['2022-09-26'],['indihiang'],['sma / lainnya'],['ilmu pengetahuan alam'],['2022.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['dll'],['di dalam negeri'],['nasional'],['18'],['lain-lain'],['lokasi tidak spesifik'],[]
4842,['1976-05-19'],['l'],['2022-09-27'],['tamansari'],['sma / lainnya'],['ipa'],['1995.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['tehnik eletrikal'],['di luar negeri'],['luarnegri'],['46'],['teknisi/maintenance'],['lokasi tidak spesifik'],['olahraga']
4843,['2003-05-25'],['p'],['2022-09-27'],['kawalu'],['sma / lainnya'],['mipa'],['2022.0'],['renang'],['rp 2.500.001 - rp 5.000.000'],['menjahit'],['di dalam negeri'],['tasikmalaya'],['19'],['produksi/operasional'],['tasikmalaya'],['renang']
4844,['1991-10-03'],['l'],['2022-09-27'],['bungursari'],['smk'],['pemasaran'],['2011.0'],['.'],['rp 1.000.001 - rp 2.500.000'],['.'],['di dalam negeri'],['nasional'],['30'],[],['lokasi tidak spesifik'],[]
4845,['2003-06-10'],['p'],['2022-09-27'],['tamansari'],['smk'],['kriya kreatif kulit dan imitasi'],['2020.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['sebagai pegawai'],['di dalam negeri'],['bandung'],['19'],['pekerja umum'],['bandung'],['olahraga']
4846,['1979-10-28'],['l'],['2022-09-27'],['cipedes'],['smk'],['pemasaran'],['1998.0'],['.'],['rp 1.000.001 - rp 2.500.000'],['.'],['di dalam negeri'],['nasional'],['42'],[],['lokasi tidak spesifik'],[]
4847,['1996-01-08'],['p'],['2022-09-27'],['tamansari'],['s1'],['agribisnis'],['2019.0'],['publik speaking'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['jawa barat'],['26'],['produksi/operasional'],['jawa barat'],['public speaking']
4848,['1998-09-29'],['l'],['2022-09-27'],['cihideung'],['s1'],['hukum'],['2022.0'],['.'],['rp 2.500.001 - rp 5.000.000'],['.'],['di dalam negeri'],['nasional'],['23'],[],['lokasi tidak spesifik'],[]
4849,['2004-03-30'],['p'],['2022-09-27'],['indihiang'],['sma / lainnya'],['ilmu pengetahuan sosial'],['2022.0'],['.'],['rp 1.000.001 - rp 2.500.000'],['.'],['di dalam negeri'],['nasional'],['18'],[],['lokasi tidak spesifik'],[]
4850,['2002-12-07'],['l'],['2022-09-28'],['tamansari'],['sma / lainnya'],['ips'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['staf produksi'],['di dalam negeri'],['bekasi'],['19'],['produksi/operasional'],['bekasi'],['olahraga']
4851,['1988-03-10'],['l'],['2022-09-27'],['purbaratu'],['s1'],['manajemen transportasi laut'],['2017.0'],['manjemen transportasi laut'],['> rp 10.000.000'],['chief officer'],['di luar negeri'],['singapore'],['34'],['pelaut/kelautan'],['lokasi tidak spesifik'],[]
4852,['1999-10-11'],['p'],['2022-10-03'],['tamansari'],['s1'],['manajemen sdm'],['2023.0'],['bisa mengoperasikan ms. word dan excel'],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],"['tasikmalaya, bekasi']",['22'],['administrasi/staf umum'],"['bekasi', 'tasikmalaya']","['microsoft excel', 'microsoft word']"
4853,['2001-10-23'],['p'],['2022-09-28'],['cipedes'],['smk'],['bisnis daring dan pemasaran'],['2020.0'],['berkomunikasi dengan baik'],['rp 1.000.001 - rp 2.500.000'],['crew'],['di dalam negeri'],['tasikmalaya'],['20'],['pekerja umum'],['tasikmalaya'],[]
4854,['2003-06-19'],['l'],['2022-09-28'],['cipedes'],['sma / lainnya'],['ips'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['tangerang'],['19'],['pekerja umum'],['tangerang'],['olahraga']
4855,['2002-02-26'],['p'],['2022-10-26'],['cihideung'],['sma / lainnya'],['mipa'],['2020.0'],[],['rp 2.500.001 - rp 5.000.000'],['lainnya'],['di dalam negeri'],['kawarang'],['20'],['lain-lain'],['lokasi tidak spesifik'],[]
4856,['1995-04-23'],['l'],['2022-09-28'],['cihideung'],['d.iii'],['keperawatan'],['2018.0'],['olah raga'],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],['tasikmalaya'],['27'],['perawat'],['tasikmalaya'],['olahraga']
4857,['2000-12-19'],['p'],['2022-09-28'],['tawang'],['s1'],['ekonomi syariah'],['2022.0'],['ms. word'],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],"['jakarta, bogor, bandung']",['21'],['administrasi/staf umum'],"['bandung', 'bogor', 'jakarta']",['microsoft word']
4858,['2000-10-18'],['l'],['2022-09-28'],['kawalu'],['smk'],['teknik transmisi telekomunikasi'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],"['administrasi,helper,oprator,poreman.']",['di dalam negeri'],['tasikmalaya - bandung'],['21'],['administrasi/staf umum'],"['bandung', 'tasikmalaya']",['olahraga']
4859,['2000-10-18'],['l'],['2022-09-28'],['kawalu'],['smk'],['teknik transmisi telekomunikasi'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],"['administrasi,helper,oprator,poreman.']",['di dalam negeri'],['tasikmalaya - bandung'],['21'],['logistik/gudang'],"['bandung', 'tasikmalaya']",['olahraga']
4860,['2000-10-18'],['l'],['2022-09-28'],['kawalu'],['smk'],['teknik transmisi telekomunikasi'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],"['administrasi,helper,oprator,poreman.']",['di dalam negeri'],['tasikmalaya - bandung'],['21'],['produksi/operasional'],"['bandung', 'tasikmalaya']",['olahraga']
4861,['2000-10-18'],['l'],['2022-09-28'],['kawalu'],['smk'],['teknik transmisi telekomunikasi'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],"['administrasi,helper,oprator,poreman.']",['di dalam negeri'],['tasikmalaya - bandung'],['21'],['pelayanan publik/pemerintahan'],"['bandung', 'tasikmalaya']",['olahraga']
4862,['2004-06-25'],['p'],['2022-09-28'],['tamansari'],['sma / lainnya'],['ips'],['2022.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['polwan'],['di dalam negeri'],['tasikmalaya'],['18'],['keamanan/perlindungan'],['tasikmalaya'],['olahraga']
4863,['2004-06-22'],['l'],['2022-09-28'],['cipedes'],['sma / lainnya'],['ilmu pengetahuan alam'],['2022.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['dll'],['di dalam negeri'],['nasional'],['18'],['lain-lain'],['lokasi tidak spesifik'],[]
4864,['2001-08-21'],['l'],['2022-09-29'],['cibeureum'],['sma / lainnya'],['ips'],['2021.0'],['informatika'],['rp 5.000.001 - rp 10.000.000'],['operator produksi'],['di dalam negeri'],['jabodetabek'],['21'],['produksi/operasional'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['sistem informasi']
4865,['2000-02-13'],['p'],['2022-11-17'],['mangkubumi'],['s1'],['administrasi publik'],['2022.0'],['microsoft office'],['rp 2.500.001 - rp 5.000.000'],"['staff administrasi,customer service,staff keuangan']",['di dalam negeri'],"['tasikmalaya, bandung, kabupaten bandung, cilegon']",['22'],['administrasi/staf umum'],"['bandung', 'cilegon', 'tasikmalaya']",['microsoft office']
4866,['2000-02-13'],['p'],['2022-11-17'],['mangkubumi'],['s1'],['administrasi publik'],['2022.0'],['microsoft office'],['rp 2.500.001 - rp 5.000.000'],"['staff administrasi,customer service,staff keuangan']",['di dalam negeri'],"['tasikmalaya, bandung, kabupaten bandung, cilegon']",['22'],['customer service/telemarketing'],"['bandung', 'cilegon', 'tasikmalaya']",['microsoft office']
4867,['2000-02-13'],['p'],['2022-11-17'],['mangkubumi'],['s1'],['administrasi publik'],['2022.0'],['microsoft office'],['rp 2.500.001 - rp 5.000.000'],"['staff administrasi,customer service,staff keuangan']",['di dalam negeri'],"['tasikmalaya, bandung, kabupaten bandung, cilegon']",['22'],['keuangan/akuntansi/perbankan'],"['bandung', 'cilegon', 'tasikmalaya']",['microsoft office']
4868,['2002-11-23'],['p'],['2022-09-29'],['tamansari'],['sma / lainnya'],['mipa'],['2020.0'],"['public speaking , team work , canva , microsoft office']",['rp 2.500.001 - rp 5.000.000'],['marketing'],['di dalam negeri'],['tasikmalaya'],['19'],['sales/marketing'],['tasikmalaya'],"['canva', 'microsoft office', 'public speaking']"
4869,['2003-11-21'],['p'],['2022-09-29'],['kawalu'],['sma / lainnya'],['mipa'],['2022.0'],['seni'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['18'],['administrasi/staf umum'],['tasikmalaya'],['seni']
4870,['2003-04-17'],['p'],['2022-09-29'],['mangkubumi'],['smk'],['bisnis daring dan pemasaran'],['2022.0'],['seni'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['19'],['administrasi/staf umum'],['tasikmalaya'],['seni']
4871,['2004-02-07'],['p'],['2022-09-29'],['cipedes'],['smk'],['otomatisasi dan tata kelola perkantoran'],['2022.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['dll'],['di dalam negeri'],['nasional'],['18'],['lain-lain'],['lokasi tidak spesifik'],[]
4872,['2001-04-09'],['l'],['2022-09-29'],['tamansari'],['sma / lainnya'],['ipa'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['ceking'],['di dalam negeri'],['tasikmalaya'],['21'],['logistik/gudang'],['tasikmalaya'],['olahraga']
4873,['2002-12-03'],['l'],['2022-09-29'],['cihideung'],['smk'],['teknik dan bisnis sepeda motor'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],"['tasikmalaya, cikarang,karawang']",['19'],['pekerja umum'],"['cikarang', 'karawang', 'tasikmalaya']",['olahraga']
4874,['2004-02-16'],['p'],['2022-10-03'],['cibeureum'],['smk'],['akuntansi dan  keuangan lembaga'],['2022.0'],[],['rp 1.000.001 - rp 2.500.000'],['akuntan'],['di dalam negeri'],['luar kota'],['18'],['keuangan/akuntansi/perbankan'],['lokasi tidak spesifik'],[]
4875,['1999-10-10'],['p'],['2022-09-30'],['tawang'],['s1'],['farmasi'],['2022.0'],['membaca'],['rp 2.500.001 - rp 5.000.000'],['asisten apoteker'],['di dalam negeri'],['bandung'],['22'],['tenaga kesehatan (umum)'],['bandung'],['membaca']
