original_index,TGL_LAHIR,JENIS_KELAMIN,TANGGAL_DAFTAR,KECAMATAN,PENDIDIKAN,JURUSAN,TAHUN_LULUS,Keterampilan,UPAH_DIINGINKAN,JABATAN_DIINGINKAN,WILAYAH_DIINGINKAN,WILAYAH_DIINGINKAN_DETAIL,UMUR_SAAT_DAFTAR,JABATAN_DIINGINKAN_Normalized,wilayah_diinginkan_detail_normalized,keterampilan_cleaned
4707,['2001-03-02'],['l'],['2022-09-14'],['tawang'],['s1'],['akuntansi'],['2022.0'],"['akuntansi, finance, desain grafis, public speaking.']",['rp 2.500.001 - rp 5.000.000'],"['akuntan,auditor,finance staff,']",['di dalam negeri'],['pulau jawa'],['21'],['keuangan/akuntansi/perbankan'],['jawa'],"['akuntansi', 'desain grafis', 'menggambar', 'public speaking']"
4708,['2001-03-02'],['l'],['2022-09-14'],['tawang'],['s1'],['akuntansi'],['2022.0'],"['akuntansi, finance, desain grafis, public speaking.']",['rp 2.500.001 - rp 5.000.000'],"['akuntan,auditor,finance staff,']",['di dalam negeri'],['pulau jawa'],['21'],['keuangan/akuntansi/perbankan'],['jawa'],"['akuntansi', 'desain grafis', 'menggambar', 'public speaking']"
4709,['2001-03-02'],['l'],['2022-09-14'],['tawang'],['s1'],['akuntansi'],['2022.0'],"['akuntansi, finance, desain grafis, public speaking.']",['rp 2.500.001 - rp 5.000.000'],"['akuntan,auditor,finance staff,']",['di dalam negeri'],['pulau jawa'],['21'],['keuangan/akuntansi/perbankan'],['jawa'],"['akuntansi', 'desain grafis', 'menggambar', 'public speaking']"
4710,['2001-09-12'],['l'],['2022-09-16'],['tawang'],['smk'],['teknik dan bisnis sepeda motor'],['2020.0'],['sepak bola'],['rp 1.000.001 - rp 2.500.000'],['mekanik'],['di dalam negeri'],['tasikmalaya'],['21'],['teknisi/maintenance'],['tasikmalaya'],['sepak bola']
4711,['2003-01-10'],['l'],['2022-09-15'],['cipedes'],['smk'],['teknik mekatronika'],['2022.0'],['otomotif'],['rp 1.000.001 - rp 2.500.000'],['mekanik'],['di dalam negeri'],['tasikmalaya'],['19'],['teknisi/maintenance'],['tasikmalaya'],['otomotif']
4712,['2003-11-19'],['p'],['2022-09-15'],['cibeureum'],['smk'],['bisnis daring dan pemasaran'],['2021.0'],[],['0 - rp 1.000.000'],['karyawan'],['di dalam negeri'],['bandung'],['18'],['pekerja umum'],['bandung'],[]
4713,['2001-05-21'],['p'],['2022-09-19'],['bungursari'],['d.iii'],['komputerisasi akuntansi'],['2022.0'],"['promosi, komunikasi, cepat']",['rp 2.500.001 - rp 5.000.000'],"['admin,akuntan']",['di dalam negeri'],"['tasikmalaya,bandung']",['21'],['administrasi/staf umum'],"['bandung', 'tasikmalaya']",['komunikasi']
4714,['2001-05-21'],['p'],['2022-09-19'],['bungursari'],['d.iii'],['komputerisasi akuntansi'],['2022.0'],"['promosi, komunikasi, cepat']",['rp 2.500.001 - rp 5.000.000'],"['admin,akuntan']",['di dalam negeri'],"['tasikmalaya,bandung']",['21'],['keuangan/akuntansi/perbankan'],"['bandung', 'tasikmalaya']",['komunikasi']
4715,['1999-08-31'],['l'],['2022-09-15'],['cibeureum'],['d.iii'],['sistem informasi'],['2021.0'],['sosialisasi'],['rp 2.500.001 - rp 5.000.000'],['stap'],['di dalam negeri'],['kota tasikmalaya'],['23'],['administrasi/staf umum'],['kota tasikmalaya'],[]
4716,['1987-05-24'],['l'],['2022-09-15'],['mangkubumi'],['d.iii'],['manajemen perkantoran'],['2010.0'],['mengoperasikan komouter'],['rp 2.500.001 - rp 5.000.000'],"['staff,staff administrasi,sales']",['di dalam negeri'],['tasikmalaya'],['35'],['staff'],['tasikmalaya'],['komputer']
4717,['1987-05-24'],['l'],['2022-09-15'],['mangkubumi'],['d.iii'],['manajemen perkantoran'],['2010.0'],['mengoperasikan komouter'],['rp 2.500.001 - rp 5.000.000'],"['staff,staff administrasi,sales']",['di dalam negeri'],['tasikmalaya'],['35'],['administrasi/staf umum'],['tasikmalaya'],['komputer']
4718,['1987-05-24'],['l'],['2022-09-15'],['mangkubumi'],['d.iii'],['manajemen perkantoran'],['2010.0'],['mengoperasikan komouter'],['rp 2.500.001 - rp 5.000.000'],"['staff,staff administrasi,sales']",['di dalam negeri'],['tasikmalaya'],['35'],['sales/marketing'],['tasikmalaya'],['komputer']
4719,['1988-06-04'],['l'],['2022-09-15'],['kawalu'],['sma / lainnya'],['ips'],['2006.0'],"['sepakbola,futsal']",['rp 2.500.001 - rp 5.000.000'],['field collection'],['di dalam negeri'],['tasikmalaya'],['34'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],"['futsal', 'sepak bola']"
4720,['1998-11-07'],['l'],['2022-09-15'],['cipedes'],['profesi'],['profesi ners'],['2022.0'],['sepakbola'],['rp 2.500.001 - rp 5.000.000'],['perawat terampil'],['di dalam negeri'],['jawa barat'],['23'],['perawat'],['jawa barat'],['sepak bola']
4721,['1990-06-23'],['l'],['2022-09-15'],['indihiang'],['d.iii'],['manajemen'],['2011.0'],['keuangan'],['rp 5.000.001 - rp 10.000.000'],['staff'],['di dalam negeri'],['jawa barat'],['32'],['staff'],['jawa barat'],['keuangan']
4722,['2000-11-23'],['p'],['2022-09-15'],['indihiang'],['sma / lainnya'],['ilmu pengetahuan sosial'],['2019.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['dll'],['di dalam negeri'],['nasional'],['21'],['lain-lain'],['lokasi tidak spesifik'],[]
4723,['1998-03-14'],['p'],['2022-09-15'],['cihideung'],['smk'],['pemasaran'],['2016.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],"['tasikmalaya , bandung , jakarta']",['24'],['pekerja umum'],"['bandung', 'jakarta', 'tasikmalaya']",['olahraga']
4724,['1998-03-24'],['p'],['2022-09-15'],['mangkubumi'],['smk'],['pemasaran'],['2016.0'],['gambar'],['rp 2.500.001 - rp 5.000.000'],['pemasaran'],['di dalam negeri'],['bandung'],['24'],['sales/marketing'],['bandung'],['membaca gambar teknik']
4725,['2003-03-12'],['l'],['2022-09-20'],['cihideung'],['smk'],['kriya kreatif kayu dan rotan'],['2022.0'],['otomotif'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['bekasi'],['19'],['pekerja umum'],['bekasi'],['otomotif']
4726,['1955-03-19'],['l'],['2022-09-15'],['tawang'],['d.iii'],['komputerisasi akuntansi'],['2020.0'],['komputer'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['67'],['administrasi/staf umum'],['tasikmalaya'],['komputer']
4727,['2002-08-31'],['l'],['2022-09-16'],['kawalu'],['smk'],['bisnis daring dan pemasaran'],['2022.0'],['melamar kerja'],['rp 5.000.001 - rp 10.000.000'],['menjadi bos'],['di dalam negeri'],['tasikmalaya'],['20'],['manajemen/direksi'],['tasikmalaya'],[]
4728,['2004-05-13'],['p'],['2022-09-16'],['tamansari'],['smk'],['kriya kreatif batik dan tekstil'],['2022.0'],[],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jawabarat'],['18'],['pekerja umum'],['jawa barat'],[]
4729,['2004-06-04'],['p'],['2022-09-16'],['tamansari'],['smk'],['kriya kreatif batik dan tekstil'],['2022.0'],[],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jawa barat'],['18'],['pekerja umum'],['jawa barat'],[]
4730,['2000-07-14'],['l'],['2022-09-16'],['cibeureum'],['smk'],['teknik pemesinan'],['2019.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['akuntan'],['di dalam negeri'],['tasikmalaya'],['22'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],['olahraga']
4731,['2000-04-04'],['l'],['2022-09-16'],['cipedes'],['smk'],['teknik komputer  dan jaringan'],['2018.0'],['menyanyi'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['22'],['pekerja umum'],['tasikmalaya'],['menyanyi']
4732,['2003-11-11'],['l'],['2022-09-19'],['tamansari'],['smk'],['rekayasa perangkat lunak'],['2022.0'],['sepak bola'],['rp 2.500.001 - rp 5.000.000'],['manager'],['di dalam negeri'],['cikarang'],['18'],['manajemen/direksi'],['cikarang'],['sepak bola']
4733,['2002-06-12'],['l'],['2022-09-16'],['mangkubumi'],['sma / lainnya'],['ips'],['2021.0'],['berenang'],['rp 2.500.001 - rp 5.000.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['20'],['administrasi/staf umum'],['tasikmalaya'],['renang']
4734,['2000-04-12'],['p'],['2022-09-16'],['cipedes'],['s1'],['manajemen'],['2022.0'],['.'],['rp 2.500.001 - rp 5.000.000'],['.'],['di dalam negeri'],['nasional'],['22'],[],['lokasi tidak spesifik'],[]
4735,['2000-04-12'],['p'],['2022-09-16'],['cipedes'],['s1'],['manajemen'],['2022.0'],['-'],['rp 2.500.001 - rp 5.000.000'],['-'],['di dalam negeri'],['nasional'],['22'],[],['lokasi tidak spesifik'],[]
4736,['2000-11-27'],['p'],['2022-09-19'],['cibeureum'],['smk'],['administrasi'],['2019.0'],['memasak'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['21'],['pekerja umum'],['jawa barat'],['memasak']
4737,['1999-10-26'],['l'],['2022-09-19'],['cibeureum'],['smk'],['otomotif'],['2018.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['22'],['pekerja umum'],['jawa barat'],['olahraga']
4738,['2002-08-04'],['l'],['2022-09-19'],['cibeureum'],['sma / lainnya'],['ips'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['20'],['pekerja umum'],['jawa barat'],['olahraga']
4739,['2001-07-10'],['l'],['2022-09-19'],['cibeureum'],['smk'],['teknik komputer dan jaringan'],['2020.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['21'],['pekerja umum'],['jawa barat'],['olahraga']
4740,['1986-10-28'],['l'],['2022-09-19'],['cibeureum'],['smk'],['elektronika komunikasi'],['2005.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['35'],['pekerja umum'],['jawa barat'],['olahraga']
4741,['2000-05-23'],['l'],['2022-09-19'],['cibeureum'],['sma / lainnya'],['ips'],['2018.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['22'],['pekerja umum'],['jawa barat'],['olahraga']
4742,['1993-05-18'],['l'],['2022-09-19'],['cibeureum'],['smk'],['teknik kendaraan ringan'],['2012.0'],['elektonik'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['29'],['pekerja umum'],['jawa barat'],[]
4743,['1998-06-11'],['l'],['2022-09-19'],['cibeureum'],['smk'],['teknik komputer dan jaringan'],['2016.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['24'],['pekerja umum'],['jawa barat'],['olahraga']
4744,['2001-03-04'],['p'],['2022-09-19'],['cibeureum'],['sma / lainnya'],['ips'],['2019.0'],['memasak'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['21'],['pekerja umum'],['jawa barat'],['memasak']
4745,['2000-04-16'],['p'],['2022-09-19'],['cibeureum'],['sma / lainnya'],['ips'],['2019.0'],['memasak'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['22'],['pekerja umum'],['jawa barat'],['memasak']
4746,['1993-11-24'],['l'],['2022-09-19'],['cibeureum'],['smk'],['teknik kendaraan ringan'],['2012.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan perusahaan'],['di dalam negeri'],['jawa barat'],['28'],['pekerja umum'],['jawa barat'],['olahraga']
4747,['2002-06-19'],['p'],['2022-09-19'],['cibeureum'],['smk'],['teknik audio video'],['2021.0'],['olahraga'],['rp 5.000.001 - rp 10.000.000'],['operator'],['di dalam negeri'],['luar kota'],['20'],['produksi/operasional'],['lokasi tidak spesifik'],['olahraga']
4748,['2004-01-08'],['p'],['2022-09-20'],['indihiang'],['sma / lainnya'],['ips'],['2022.0'],[],['rp 2.500.001 - rp 5.000.000'],['staff administrasi'],['di dalam negeri'],['tasikmalaya'],['18'],['administrasi/staf umum'],['tasikmalaya'],[]
4749,['1996-07-23'],['p'],['2022-09-19'],['cibeureum'],['sma / lainnya'],['ips'],['2014.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jabar'],['26'],['produksi/operasional'],['jawa barat'],['olahraga']
4750,['2003-02-11'],['p'],['2022-09-19'],['kawalu'],['smk'],['desain komunikasi visual'],['2022.0'],[],['rp 2.500.001 - rp 5.000.000'],['hrd'],['di dalam negeri'],['tasikmalaya'],['19'],['personalia/hrd'],['tasikmalaya'],[]
4751,['2003-11-18'],['l'],['2022-09-19'],['bungursari'],['smk'],['teknik dan bisnis sepeda motor'],['2022.0'],['.'],['rp 2.500.001 - rp 5.000.000'],['.'],['di dalam negeri'],['nasional'],['18'],[],['lokasi tidak spesifik'],[]
4752,['2004-11-13'],['l'],['2022-09-19'],['cipedes'],['smk'],['perhotelan'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['17'],['pekerja umum'],['tasikmalaya'],['olahraga']
4753,['1998-10-10'],['p'],['2022-09-19'],['cipedes'],['profesi'],['ners'],['2022.0'],['keperawatan'],['rp 2.500.001 - rp 5.000.000'],['dll'],['di dalam negeri'],['nasional'],['23'],['lain-lain'],['lokasi tidak spesifik'],['keperawatan']
4754,['1999-11-08'],['l'],['2022-09-19'],['kawalu'],['sma / lainnya'],['mipa'],['2018.0'],[],['0 - rp 1.000.000'],['akuntansi'],['di dalam negeri'],['tasikmalaya'],['22'],['keuangan/akuntansi/perbankan'],['tasikmalaya'],[]
4755,['2003-06-02'],['l'],['2022-09-19'],['tawang'],['smk'],['teknik kendaraan ringan otomotif'],['2022.0'],['teknik otomotif'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['jawa barat'],['19'],['produksi/operasional'],['jawa barat'],"['otomotif', 'teknik mesin']"
4756,['1994-06-05'],['p'],['2022-09-19'],['purbaratu'],['smk'],['akuntansi'],['2011.0'],['menyanyi'],['rp 2.500.001 - rp 5.000.000'],['karyawan swasta'],['di dalam negeri'],['asia plaza'],['28'],['pekerja umum'],['lokasi tidak spesifik'],['menyanyi']
4757,['2003-04-26'],['l'],['2022-09-19'],['cipedes'],['smk'],['perhotelan'],['2022.0'],['olah raga'],['rp 2.500.001 - rp 5.000.000'],['oprator'],['di dalam negeri'],['jawabarat'],['19'],['produksi/operasional'],['jawa barat'],['olahraga']
4758,['2002-11-19'],['l'],['2022-09-19'],['cipedes'],['smk'],['multimedia'],['2022.0'],['futsal'],['rp 1.000.001 - rp 2.500.000'],['karyawan tetap'],['di dalam negeri'],['jawabarat'],['19'],['pekerja umum'],['jawa barat'],['futsal']
4759,['2000-11-20'],['l'],['2022-09-19'],['tamansari'],['smk'],['teknik dan bisnis sepeda motor'],['2020.0'],['futsal'],['rp 5.000.001 - rp 10.000.000'],['produksi'],['di dalam negeri'],['bekasi'],['21'],['produksi/operasional'],['bekasi'],['futsal']
4760,['2000-02-29'],['l'],['2022-09-19'],['tawang'],['d.iii'],['keperawatan'],['2022.0'],[],['rp 2.500.001 - rp 5.000.000'],['perawat'],['di dalam negeri'],"['tasikmalaya , bandung , indramayu , bekasi , purwakarta']",['22'],['perawat'],"['bandung', 'bekasi', 'indramayu', 'purwakarta', 'tasikmalaya']",[]
4761,['2000-06-12'],['l'],['2022-09-19'],['purbaratu'],['smk'],['teknik dan bisnis sepeda motor'],['2020.0'],['bola voli'],['rp 2.500.001 - rp 5.000.000'],['operator atau staff'],['di dalam negeri'],['jabodetabek'],['22'],['produksi/operasional'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['bola voli']
4762,['2000-03-17'],['l'],['2022-09-29'],['cibeureum'],['s1'],['manajemen'],['2022.0'],"['microsoft office  word, excel, power point']",['0 - rp 1.000.000'],['manajer'],['di dalam negeri'],['tasikmalaya'],['22'],['manajemen/direksi'],['tasikmalaya'],"['microsoft excel', 'microsoft office', 'microsoft word']"
4763,['2001-06-14'],['l'],['2022-09-19'],['cipedes'],['smk'],['teknik dan bisnis sepeda motor'],['2020.0'],['otomotif'],['rp 2.500.001 - rp 5.000.000'],['dll'],['di dalam negeri'],['nasional'],['21'],['lain-lain'],['lokasi tidak spesifik'],['otomotif']
4764,['1999-12-31'],['l'],['2022-12-01'],['cipedes'],['s1'],['teknik mesin'],['2022.0'],"['olahraga sepakbola, futsal']",['rp 5.000.001 - rp 10.000.000'],['manager'],['di luar negeri'],['jabodetabek'],['22'],['manajemen/direksi'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']","['futsal', 'olahraga', 'sepak bola']"
4765,['1999-01-28'],['l'],['2022-09-19'],['bungursari'],['profesi'],['profesi ners'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['keperawatan'],['di dalam negeri'],['di dalam negro'],['23'],['perawat'],['lokasi tidak spesifik'],['olahraga']
4766,['2003-04-27'],['l'],['2022-09-20'],['kawalu'],['sma / lainnya'],['ipa'],['2022.0'],['publil speaking'],['rp 2.500.001 - rp 5.000.000'],['staff gudang'],['di dalam negeri'],['tasikmalaya'],['19'],['logistik/gudang'],['tasikmalaya'],['public speaking']
4767,['2003-10-01'],['l'],['2022-09-20'],['kawalu'],['sma / lainnya'],['mipa'],['2022.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['gudang'],['di dalam negeri'],['tasikmalaya'],['18'],['logistik/gudang'],['tasikmalaya'],['olahraga']
4768,['2004-03-27'],['p'],['2022-09-19'],['mangkubumi'],['smk'],['teknik komputer dan jaringan'],['2022.0'],['olahraga'],['0 - rp 1.000.000'],['hrd'],['di dalam negeri'],['purwakarta'],['18'],['personalia/hrd'],['purwakarta'],['olahraga']
4769,['2003-08-13'],['l'],['2022-09-19'],['mangkubumi'],['smk'],['otomotif'],['2022.0'],['olahraga'],['0 - rp 1.000.000'],['hrd'],['di dalam negeri'],['tasikmalaya'],['19'],['personalia/hrd'],['tasikmalaya'],['olahraga']
4770,['1998-05-23'],['l'],['2022-09-19'],['cihideung'],['smk'],['dkv desain komunikasi visual'],['2017.0'],"['desain, olahraga, barista']",['rp 2.500.001 - rp 5.000.000'],['staf'],['di dalam negeri'],['tasikmalaya'],['24'],['administrasi/staf umum'],['tasikmalaya'],"['barista', 'menggambar', 'olahraga']"
4771,['1997-08-24'],['l'],['2022-09-19'],['cihideung'],['smk'],['farmasi'],['2016.0'],['mengetahui jenis obat dan kegunaan'],['rp 1.000.001 - rp 2.500.000'],['karyawan'],['di dalam negeri'],['tasikmalaya'],['25'],['pekerja umum'],['tasikmalaya'],[]
4772,['2004-05-26'],['l'],['2022-09-19'],['mangkubumi'],['smk'],['teknik komputer dan jaringan'],['2022.0'],"['musik, olahraga']",['rp 2.500.001 - rp 5.000.000'],['apa aja'],['di dalam negeri'],['karawang'],['18'],['lain-lain'],['karawang'],"['musik', 'olahraga']"
4773,['1999-11-26'],['p'],['2022-09-26'],['cipedes'],['s1'],['manajemen'],['2022.0'],"['kreativitas, kerjasama, komunikatif, microsoft office']",['rp 1.000.001 - rp 2.500.000'],"['staff administrasi,notaris,marketing,teller']",['di dalam negeri'],['kota tasikmalaya'],['22'],['administrasi/staf umum'],['kota tasikmalaya'],"['komunikasi', 'kreativitas', 'microsoft office']"
4774,['1999-11-26'],['p'],['2022-09-26'],['cipedes'],['s1'],['manajemen'],['2022.0'],"['kreativitas, kerjasama, komunikatif, microsoft office']",['rp 1.000.001 - rp 2.500.000'],"['staff administrasi,notaris,marketing,teller']",['di dalam negeri'],['kota tasikmalaya'],['22'],['hukum'],['kota tasikmalaya'],"['komunikasi', 'kreativitas', 'microsoft office']"
4775,['1999-11-26'],['p'],['2022-09-26'],['cipedes'],['s1'],['manajemen'],['2022.0'],"['kreativitas, kerjasama, komunikatif, microsoft office']",['rp 1.000.001 - rp 2.500.000'],"['staff administrasi,notaris,marketing,teller']",['di dalam negeri'],['kota tasikmalaya'],['22'],['sales/marketing'],['kota tasikmalaya'],"['komunikasi', 'kreativitas', 'microsoft office']"
4776,['1999-11-26'],['p'],['2022-09-26'],['cipedes'],['s1'],['manajemen'],['2022.0'],"['kreativitas, kerjasama, komunikatif, microsoft office']",['rp 1.000.001 - rp 2.500.000'],"['staff administrasi,notaris,marketing,teller']",['di dalam negeri'],['kota tasikmalaya'],['22'],['keuangan/akuntansi/perbankan'],['kota tasikmalaya'],"['komunikasi', 'kreativitas', 'microsoft office']"
4777,['2002-11-03'],['l'],['2022-09-20'],['tawang'],['smk'],['otomatisasi tata kelola perkantoran'],['2021.0'],['ms office'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['19'],['lain-lain'],['jawa barat'],['microsoft office']
4778,['2004-02-22'],['p'],['2022-09-20'],['tawang'],['sma / lainnya'],['ips'],['2022.0'],[],['rp 1.000.001 - rp 2.500.000'],['retail'],['di dalam negeri'],['tasikmalaya dan lainnya'],['18'],['retail'],['tasikmalaya'],[]
4779,['2000-05-10'],['l'],['2022-09-20'],['cihideung'],['sma / lainnya'],['ips'],['2018.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['operator produksi'],['di dalam negeri'],['jabodetabek'],['22'],['produksi/operasional'],"['bekasi', 'bogor', 'depok', 'jakarta', 'tangerang']",['olahraga']
4780,['1999-03-14'],['l'],['2022-09-20'],['cibeureum'],['smk'],['teknik sepeda motor'],['2018.0'],['olahraga'],['rp 1.000.001 - rp 2.500.000'],['operator produksi'],['di dalam negeri'],['tasikmalaya dan luar kota'],['23'],['produksi/operasional'],['tasikmalaya'],['olahraga']
4781,['2003-11-04'],['l'],['2022-09-20'],['purbaratu'],['smk'],['teknik dan bisnis sepeda motor'],['2022.0'],['olahraga futsal dan sepak bola'],['rp 2.500.001 - rp 5.000.000'],['operator'],['di dalam negeri'],['jawabarat'],['18'],['produksi/operasional'],['jawa barat'],"['futsal', 'olahraga', 'sepak bola']"
4782,['2001-08-04'],['p'],['2022-09-20'],['indihiang'],['smk'],['rekayasa perangkat lunak'],['2019.0'],['.'],['rp 1.000.001 - rp 2.500.000'],['.'],['di dalam negeri'],['nasional'],['21'],[],['lokasi tidak spesifik'],[]
4783,['2003-12-29'],['l'],['2022-09-20'],['cihideung'],['smk'],['teknik dan bisnis sepeda motor'],['2022.0'],['sepak bola'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['tasikmalaya'],['18'],['pekerja umum'],['tasikmalaya'],['sepak bola']
4784,['2000-06-29'],['p'],['2022-09-21'],['cipedes'],['smk'],['keperawatan'],['2018.0'],[],['rp 1.000.001 - rp 2.500.000'],['staf perusahaan'],['di dalam negeri'],['tasikmalaya'],['22'],['pekerja umum'],['tasikmalaya'],[]
4785,['2003-10-28'],['l'],['2022-09-21'],['mangkubumi'],['smk'],['teknik bisnis sepeda motor'],['2022.0'],[],['rp 1.000.001 - rp 2.500.000'],['karyawan tetap'],['di dalam negeri'],['tasikmalaya'],['18'],['pekerja umum'],['tasikmalaya'],[]
4786,['1999-02-25'],['l'],['2022-09-21'],['cibeureum'],['s1'],['teknik kimia'],['2022.0'],"['basket, editing']",['rp 5.000.001 - rp 10.000.000'],['management trainee'],['di dalam negeri'],['maluku'],['23'],['manajemen/direksi'],['maluku'],"['basket', 'editing']"
4787,['2003-04-02'],['p'],['2022-09-21'],['mangkubumi'],['sma / lainnya'],['mipa'],['2022.0'],[],['rp 1.000.001 - rp 2.500.000'],['admin'],['di dalam negeri'],['tasikmalaya'],['19'],['administrasi/staf umum'],['tasikmalaya'],[]
4788,['2003-01-29'],['l'],['2022-09-21'],['mangkubumi'],['sma / lainnya'],['mipa'],['2022.0'],['tataboga'],['rp 2.500.001 - rp 5.000.000'],['karyawan tetap'],['di dalam negeri'],['tasikmalaya'],['19'],['pekerja umum'],['tasikmalaya'],[]
4789,['2000-08-17'],['l'],['2022-09-21'],['kawalu'],['smk'],['nautika kapal niaga'],['2019.0'],['futsal'],['rp 2.500.001 - rp 5.000.000'],['chief officer'],['di dalam negeri'],['tasikmalaya'],['22'],['pelaut/kelautan'],['tasikmalaya'],['futsal']
4790,['2002-10-19'],['l'],['2022-09-21'],['purbaratu'],['smk'],['teknik dan bisnis sepeda motor'],['2021.0'],['olahraga'],['rp 2.500.001 - rp 5.000.000'],['karyawan'],['di dalam negeri'],['jakarta'],['19'],['pekerja umum'],['jakarta'],['olahraga']
4791,['2003-07-27'],['p'],['2022-09-21'],['kawalu'],['smk'],['asisten keperawatan'],['2022.0'],['ms office'],['rp 2.500.001 - rp 5.000.000'],['apa saja'],['di dalam negeri'],['jawa barat'],['19'],['lain-lain'],['jawa barat'],['microsoft office']
4792,['1992-11-22'],['l'],['2022-09-21'],['purbaratu'],['smk'],['farmasi'],['2010.0'],[],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],['tasikmalaya'],['29'],['administrasi/staf umum'],['tasikmalaya'],[]
4793,['1989-10-15'],['l'],['2022-09-21'],['cipedes'],['sma / lainnya'],['bahasa'],['2007.0'],['maenbola'],['rp 2.500.001 - rp 5.000.000'],['oprator'],['di dalam negeri'],['jawa barat'],['32'],['produksi/operasional'],['jawa barat'],[]
4794,['1996-12-21'],['l'],['2022-09-21'],['tamansari'],['sd / lainnya'],['lainnya'],['2007.0'],['sepakbola'],['0 - rp 1.000.000'],['karyawan'],['di dalam negeri'],['tangerang'],['25'],['pekerja umum'],['tangerang'],['sepak bola']
4795,['2003-06-20'],['p'],['2022-09-21'],['cibeureum'],['smk'],['tkj'],['2022.0'],['public speaking'],['rp 2.500.001 - rp 5.000.000'],['administrasi'],['di dalam negeri'],['luar kota'],['19'],['administrasi/staf umum'],['lokasi tidak spesifik'],['public speaking']
4796,['1999-01-30'],['l'],['2022-09-21'],['cibeureum'],['smk'],['teknik dan bisnis sepeda motor'],['2017.0'],"['otomotif, komputer, olahraga']",['rp 5.000.001 - rp 10.000.000'],['direktur'],['di dalam negeri'],['pulau jawa'],['23'],['manajemen/direksi'],['jawa'],"['komputer', 'olahraga', 'otomotif']"
4797,['2004-10-20'],['l'],['2022-09-21'],['cibeureum'],['smk'],['teknik kendaraan ringan otomotif'],['2022.0'],['sepak bola'],['rp 2.500.001 - rp 5.000.000'],['karyawan pabrik'],['di dalam negeri'],['karawang'],['17'],['pekerja umum'],['karawang'],['sepak bola']
4798,['2003-08-22'],['l'],['2022-09-21'],['purbaratu'],['smp / lainnya'],['lainnya'],['2020.0'],"['bulu tangkis,futsal,tenis meja']",['0 - rp 1.000.000'],['kariyawan'],['di dalam negeri'],['kota sukabumi'],['19'],['pekerja umum'],['sukabumi'],"['badminton', 'futsal']"
